,name,address,city,state,postal_code,stars,review_count,is_open,categories
22179,EōS Fitness,"1840 E Warner Rd, Ste 111",Tempe,AZ,85284,4.0,255,1,"Pilates, Gyms, Fitness & Instruction, Cardio Classes, Active Life, Trainers"
22237,Fitness Centre - University Of Calgary,"Kinesiology Building, 2500 University Dr NW",Calgary,AB,T2N 1N4,2.5,3,1,"Active Life, Swimming Pools, Fitness & Instruction"
22243,CrossFit Archangel,17437 N 71st Dr,Glendale,AZ,85308,4.5,6,1,"Active Life, Interval Training Gyms, Gyms, Fitness & Instruction"
22285,Snap Fitness,168 Hillcrest Shopping Ctr,Lower Burrell,PA,15068,3.0,4,1,"Gyms, Fitness & Instruction, Active Life"
22314,Altus - HPO,808 Liberty Ave,Pittsburgh,PA,15222,5.0,9,1,"Gyms, Fitness & Instruction, Active Life"
22322,LA Fitness,5000 Tiedeman Rd,Brooklyn,OH,44144,3.5,39,1,"Yoga, Active Life, Gyms, Fitness & Instruction, Sports Clubs, Trainers"
22482,Fit4Less,999 36th Street NE,Calgary,AB,T2A 7X6,4.0,9,1,"Fitness & Instruction, Gyms, Active Life"
22532,Alter Ego Fitness,"2515 N Scottsdale Rd, Ste 20",Scottsdale,AZ,85257,5.0,16,1,"Active Life, Gyms, Dance Studios, Trainers, Fitness & Instruction"
22579,Fred Astaire Dance Studios - Scottsdale,"10135 E Via Linda, Ste C116",Scottsdale,AZ,85258,4.5,14,1,"Fitness & Instruction, Arts & Entertainment, Performing Arts, Specialty Schools, Active Life, Education, Dance Schools, Dance Studios"
22624,Orangetheory Fitness Lake Pleasant,"25314 N Lake Pleasant Pkwy, Ste 1270",Peoria,AZ,85383,3.5,22,1,"Boot Camps, Trainers, Active Life, Interval Training Gyms, Fitness & Instruction, Gyms"
22630,The Fitness Factory,2226 North Davidson St,Charlotte,NC,28205,4.5,13,1,"Active Life, Gyms, Fitness & Instruction"
22649,The Low Carb Grocery,"170 Esna Park Dr, Unit 8",Markham,ON,L3R 1E3,4.0,22,1,"Health Markets, Grocery, Food, Specialty Food, Active Life, Fitness & Instruction, Organic Stores"
22706,Elite Dance Studio,4160 South Fort Apache Rd,Las Vegas,NV,89147,4.0,4,1,"Arts & Entertainment, Dance Studios, Fitness & Instruction, Active Life"
22772,Modern Nails,2640 52 St NE,Calgary,AB,T1Y 3R6,1.0,5,1,"Active Life, Beauty & Spas, Day Spas, Fitness & Instruction, Nail Salons, Gyms"
22790,Toronto Island SUP,13 Algonquin Bridge Rd,Toronto,ON,M5J 1X9,5.0,12,1,"Boating, Active Life, Trainers, Fitness & Instruction, Beaches, Rafting/Kayaking, Lakes, Paddleboarding"
22839,First Wind Fitness,933 Louise Ave,Charlotte,NC,28205,4.5,31,1,"Fitness & Instruction, Active Life, Gyms, Trainers, Cycling Classes, Cardio Classes, Barre Classes, Boot Camps"
22878,Adaptive Force Performing Arts,"32619 N Scottsdale Rd, Ste 110",Scottsdale,AZ,85266,3.0,10,1,"Dance Studios, Active Life, Restaurants, Fitness & Instruction, Pizza, Arts & Entertainment, Performing Arts, Yoga, Pilates"
23001,Arizona Karate Academy,2121 E Lincoln Dr,Phoenix,AZ,85016,4.0,5,1,"Karate, Cardio Classes, Yoga, Fitness & Instruction, Martial Arts, Active Life"
23101,LA Fitness,3000 Oxford Dr,Bethel Park,PA,15102,2.5,28,1,"Active Life, Yoga, Trainers, Gyms, Fitness & Instruction, Sports Clubs"
23214,Levels Fitness & Nutrition,"7607 E Mcdowell Rd, Ste 105",Scottsdale,AZ,85257,5.0,11,1,"Gyms, Specialty Schools, Nutritionists, Health & Medical, Active Life, Trainers, Fitness & Instruction, Education, Boot Camps"
23218,Lululemon Athletica,574 N Midvale Blvd,Madison,WI,53705,4.0,12,1,"Women's Clothing, Active Life, Sporting Goods, Fitness & Instruction, Yoga, Sports Wear, Fashion, Shopping"
23220,Pacific Fitness Equipment,"10830 W Charleston Blvd, Ste 130",Las Vegas,NV,89135,4.0,5,1,"Gyms, Shopping, Sporting Goods, Active Life, Fitness/Exercise Equipment, Fitness & Instruction"
23227,Little Otter Swim School,14415 Reese Blvd,Huntersville,NC,28078,3.0,12,1,"Fitness & Instruction, Specialty Schools, Active Life, Education, Swimming Pools, Swimming Lessons/Schools, Kids Activities"
23279,Alternative Fitness Pilates,"200 N Sharon Amity Rd, Ste B",Charlotte,NC,28211,4.0,7,1,"Active Life, Fitness & Instruction, Pilates, Trainers"
23367,The Body Shop Gilbert,"217 N Gilbert Rd, Ste 101",Gilbert,AZ,85234,5.0,4,1,"Active Life, Gyms, Fitness & Instruction"
23456,Ultimate Esthetic & Massage Therapy,310 14 St  NW,Calgary,AB,T2N 1Z7,2.5,3,1,"Gyms, Hair Removal, Massage, Hair Salons, Beauty & Spas, Fitness & Instruction, Day Spas, Active Life, Nail Salons"
23490,McGovern Sport & Fitness Champion Training Center,"1335 E Sunset Rd, Ste I",Las Vegas,NV,89119,4.0,7,1,"Trainers, Fitness & Instruction, Amateur Sports Teams, Sports Clubs, Gyms, Active Life, Boot Camps"
23544,Peaks Athletic Club,12545 N Saguaro Blvd,Fountain Hills,AZ,85268,4.5,21,1,"Gyms, Active Life, Fitness & Instruction, Swimming Pools, Skin Care, Beauty & Spas"
23554,Amazing Yoga,119 Neely School Rd,Wexford,PA,15090,4.0,4,1,"Active Life, Yoga, Fitness & Instruction"
23731,Iron Butterfly Pilates,"2108 South Blvd, Atherton Lofts, Ste 202",Charlotte,NC,28203,5.0,13,1,"Active Life, Gyms, Fitness & Instruction, Pilates"
23739,Strong Style Martial Arts & Fitness Center,6900 Granger Rd,Independence,OH,44131,4.5,9,1,"Trainers, Fitness & Instruction, Gyms, Martial Arts, Active Life"
23761,Imperial Ballroom Dance Company,"7111 E Tierra Buena Ln, Ste 100",Scottsdale,AZ,85254,5.0,10,1,"Active Life, Dance Studios, Venues & Event Spaces, Performing Arts, Fitness & Instruction, Arts & Entertainment, Sporting Goods, Sports Wear, Dance Schools, Event Planning & Services, Fashion, Dance Wear, Shopping, Education, Specialty Schools"
23764,Crossfit 416,"390 Queens Quay W, Unit 114",Toronto,ON,M5V 3A6,4.0,13,1,"Trainers, Fitness & Instruction, Gyms, Nutritionists, Health & Medical, Active Life"
23790,Splashville,"311 Cityview Blvd, Unit 4",Woodbridge,ON,L4H 3S7,4.0,4,1,"Swimming Pools, Fitness & Instruction, Swimming Lessons/Schools, Education, Specialty Schools, Event Planning & Services, Active Life"
23837,Jazzercise Charlotte Blakeney Fitness Center @ The Fountains,"8133 Ardrey Kell Rd, Ste 104",Charlotte,NC,28277,2.0,3,1,"Active Life, Fitness & Instruction"
24020,GrooveRyde - Woodmere,27970 Chagrin Blvd,Woodmere,OH,44122,5.0,17,1,"Boot Camps, Fitness & Instruction, Active Life, Yoga, Boxing, Cycling Classes"
24097,Lee's ATA Martial Arts,"3767 E Broadway Rd, Ste 1",Phoenix,AZ,85040,3.0,4,1,"Fitness & Instruction, Active Life, Cardio Classes, Taekwondo, Karate, Martial Arts"
24159,Pure Fitness,931 S Gilbert Rd,Mesa,AZ,85204,2.0,3,1,"Gyms, Fitness & Instruction, Active Life"
24224,GoodLife Fitness,200 Barclay Parade SW,Calgary,AB,T2P 4R5,3.5,7,1,"Gyms, Fitness & Instruction, Health & Medical, Active Life, Trainers, Sports Clubs"
24285,The Yoga Lounge,80 Sherbourne Street,Toronto,ON,M5B 2B5,3.5,17,1,"Fitness & Instruction, Yoga, Active Life, Education, Specialty Schools"
24402,Team Smandych Muay Thai & Kickboxing,435 10th Avenue SE,Calgary,AB,T2G 0W3,4.5,3,1,"Active Life, Kickboxing, Muay Thai, Martial Arts, Fitness & Instruction, Boxing"
24426,Hillcrest Family Branch YMCA,5000 Mayfield Rd,Cleveland,OH,44124,3.5,8,1,"Active Life, Local Services, Swimming Pools, Child Care & Day Care, Trainers, Gyms, Fitness & Instruction"
24493,Full Circle Jujitsu,1930 W Thunderbird Rd,Phoenix,AZ,85023,5.0,5,1,"Self-defense Classes, Fitness & Instruction, Active Life, Karate, Martial Arts, Brazilian Jiu-jitsu"
24520,Joy and Vitality Centre,163 Quarry Park Boulevard,Calgary,AB,T2C 5E1,2.5,3,1,"Active Life, Halotherapy, Yoga, Fitness & Instruction, Health Markets, Food, Meditation Centers, Specialty Food, Health & Medical"
24572,Core Fitness,"8700 E Vista Bonita Dr, Ste 170",Scottsdale,AZ,85255,4.5,15,1,"Trainers, Gyms, Active Life, Fitness & Instruction"
24579,Octopus Garden Holistic Yoga Centre,967 College St,Toronto,ON,M6H 1A6,4.5,26,1,"Yoga, Fitness & Instruction, Active Life"
24625,Yoga Yoga East,1402 Queen Street E,Toronto,ON,M4L 1C9,3.5,3,1,"Hotels & Travel, Active Life, Fitness & Instruction, Yoga"
24680,Cleveland Yoga  - Westlake,1491 Columbia Rd,Westlake,OH,44145,5.0,3,1,"Active Life, Yoga, Fitness & Instruction"
24694,Cleveland City Dance,13108 Shaker Sq,Cleveland,OH,44120,5.0,4,1,"Dance Schools, Education, Specialty Schools, Performing Arts, Arts & Entertainment, Active Life, Fitness & Instruction, Pilates"
24724,Orangetheory Fitness Strongsville,18105 Southpark Ctr,Strongsville,OH,44136,4.0,14,1,"Interval Training Gyms, Gyms, Fitness & Instruction, Boot Camps, Trainers, Active Life"
24812,Orangetheory Fitness North Olmsted,26092 Brookpark Rd,North Olmsted,OH,44070,3.5,3,1,"Fitness & Instruction, Gyms, Active Life"
24862,Aqua-Tots Swim Schools Ballantyne,"11926 Providence Rd W, Ste E-4",Charlotte,NC,28277,3.5,16,1,"Specialty Schools, Active Life, Swimming Lessons/Schools, Education, Fitness & Instruction"
24980,Nevada Pistolcraft,,Las Vegas,NV,89104,5.0,3,1,"Gun/Rifle Ranges, Education, Trainers, Private Tutors, Fitness & Instruction, Active Life"
24987,Evolution Body Transformation,"1574 W Broadway, Ste 105",Monona,WI,53713,2.5,3,1,"Grocery, Fitness & Instruction, Weight Loss Centers, Health Markets, Specialty Food, Health & Medical, Food, Active Life, Hair Removal, Skin Care, Medical Spas, Beauty & Spas, Laser Hair Removal"
25015,Orangetheory Fitness Parklawn,6 Park Lawn Rd,Etobicoke,ON,M8V 1A4,4.5,6,1,"Active Life, Fitness & Instruction, Cardio Classes, Trainers, Gyms"
25131,Excel Martial Arts,"8221 W Charleston Blvd, Ste 100",Las Vegas,NV,89117,4.5,7,1,"Martial Arts, Fitness & Instruction, Karate, Self-defense Classes, Active Life, Summer Camps"
25142,Krudar Muay Thai,152 Augusta Avenue,Toronto,ON,M5T 2L5,5.0,7,1,"Gyms, Fitness & Instruction, Martial Arts, Muay Thai, Active Life, Trainers"
25169,New Life Massage & Whole Living Solutions,"560 Dover Center Rd, 6LL",Bay Village,OH,44140,5.0,11,1,"Health & Medical, Massage Therapy, Meditation Centers, Yoga, Active Life, Fitness & Instruction"
25178,Club Pilates- Sun Prairie,"390 S Grand Ave, Unit 106",Sun Prairie,WI,53590,4.5,6,1,"Cardio Classes, Active Life, Fitness & Instruction, Pilates, Trainers, Yoga"
25186,Boot Camp Las Vegas,11311 Alta Dr,Las Vegas,NV,89124,4.0,20,1,"Active Life, Fitness & Instruction, Trainers, Weight Loss Centers, Boot Camps, Health & Medical"
25194,The Pit 702,"565 Marks St, Ste 140",Henderson,NV,89014,5.0,45,1,"Gyms, Fitness & Instruction, Active Life, Yoga, Kickboxing, Karate, Martial Arts, Trainers"
25260,Brass Vixens,"721 Queen Street W, Ste 202",Toronto,ON,M5J 1E6,4.5,20,1,"Fitness & Instruction, Active Life, Dance Studios"
25277,Tantra,402 E Wilson St,Madison,WI,53703,5.0,3,1,"Massage, Fitness & Instruction, Yoga, Beauty & Spas, Reiki, Health & Medical, Active Life"
25310,Sully's Boxing Gym,"1024 Dupont Street, Unit 2",Toronto,ON,M6H 1Z6,3.5,7,1,"Arts & Entertainment, Fitness & Instruction, Active Life, Professional Sports Teams, Amateur Sports Teams, Boxing, Trainers, Gyms"
25423,FITNESS 5,"7580 E Gray Rd, Ste H100",Scottsdale,AZ,85260,4.5,7,1,"Active Life, Fitness & Instruction, Gyms, Trainers, Boot Camps"
25504,LA Fitness,3985 S Arizona Ave,Chandler,AZ,85248,2.0,71,1,"Yoga, Gyms, Active Life, Fitness & Instruction, Sports Clubs, Trainers"
25514,GoodLife Fitness,185 The West Mall,Etobicoke,ON,M9C 5L5,3.5,13,1,"Gyms, Fitness & Instruction, Trainers, Active Life, Sports Clubs"
25545,Real Results Gym,1 Main St,Las Vegas,NV,89101,3.5,3,1,"Active Life, Fitness & Instruction, Gyms"
25601,Team Matthews ATA Black Belt Academy,"4260 W Craig Rd, Ste 100",North Las Vegas,NV,89032,5.0,4,1,"Active Life, Martial Arts, Fitness & Instruction"
25616,GoodLife Fitness,825 Don Mills Rd,North York,ON,M3C 1V4,2.0,8,1,"Gyms, Sports Clubs, Fitness & Instruction, Active Life, Trainers"
25677,Club Pilates - Gilbert,"3131 S Market St, Ste 103",Gilbert,AZ,85295,4.0,18,1,"Fitness & Instruction, Active Life, Pilates, Barre Classes, Trainers"
25683,Aquasafe Swim School,"9380 E Bahia Dr, Ste A104",Scottsdale,AZ,85260,4.5,51,1,"Party & Event Planning, Event Planning & Services, Swimming Lessons/Schools, Fitness & Instruction, Active Life, Education, Summer Camps, Specialty Schools, Swimming Pools"
25685,Planet Fitness,602 Park St,Belmont,NC,28012,3.5,18,1,"Active Life, Gyms, Trainers, Fitness & Instruction"
25745,Crossfit 1313,1313 E Charleston Blvd,Las Vegas,NV,89104,5.0,3,1,"Fitness & Instruction, Gyms, Interval Training Gyms, Active Life, Trainers"
25839,Bell's Martial Arts,2200 Danforth Avenue,Toronto,ON,M4C 1K3,5.0,3,1,"Local Services, Active Life, Martial Arts, Local Flavor, Fitness & Instruction"
25853,Hone Fitness,181 Carlaw Avenue,Toronto,ON,M4M 2S1,4.5,4,1,"Trainers, Fitness & Instruction, Gyms, Active Life"
25867,NuAge Fitness,5375 William Flynn Hwy,Gibsonia,PA,15044,4.5,6,1,"Active Life, Yoga, Gyms, Trainers, Cardio Classes, Fitness & Instruction"
25900,Hummingbird Cosmetics Laser & Aesthetic Institute,12445 Lake Fraser Drive SE,Calgary,AB,T2J 7A4,1.0,3,1,"Gyms, Fitness & Instruction, Active Life"
26000,Shining Light,225 North Ave,Pittsburgh,PA,15209,3.5,9,1,"Special Education, Health & Medical, Doulas, Education, Parenting Classes, Fitness & Instruction, Active Life, Yoga, Specialty Schools"
26041,The Pilates Barre,"805 E Thunderbird Rd, Ste 105",Phoenix,AZ,85022,5.0,9,1,"Fitness & Instruction, Pilates, Active Life, Barre Classes"
26058,Performance One Advanced Training,"916 E Baseline Rd, Ste 130",Mesa,AZ,85204,5.0,5,1,"Fitness & Instruction, Active Life, Trainers, Gyms"
26073,John Howardson Dance,"6021 Yonge Street, Suite 964",Toronto,ON,M2M 3W2,1.0,3,1,"Education, Specialty Schools, Dance Studios, Active Life, Fitness & Instruction"
26142,SPENGA Fitness,"1075 W Queen Creek Rd, Ste 4",Chandler,AZ,85248,5.0,6,1,"Active Life, Fitness & Instruction, Yoga, Cycling Classes"
26216,LA Fitness,745 Arden Ln,Rock Hill,SC,29732,3.5,12,1,"Trainers, Active Life, Fitness & Instruction, Gyms, Sports Clubs, Yoga"
26266,Cleveland Yoga - Little Italy,"2026 Murray Hill Rd, Room 210",Cleveland,OH,44106,5.0,11,1,"Yoga, Active Life, Fitness & Instruction, Trainers"
26356,Fitness 14,7171 Hualapai Way,Las Vegas,NV,89166,3.5,27,1,"Active Life, Gyms, Yoga, Fitness & Instruction"
26608,PGA TOUR Superstore - North Scottsdale,7000 E Mayo Blvd,Phoenix,AZ,85054,4.0,24,1,"Shopping, Golf Lessons, Fitness & Instruction, Golf Equipment, Active Life, Sporting Goods"
26650,FTF Fitness and Self Defense,9129-135 Monroe Rd,Charlotte,NC,28270,5.0,9,1,"Martial Arts, Fitness & Instruction, Self-defense Classes, Trainers, Active Life"
26886,Aqua-Tots Swim Schools - Mississauga,6-1970 Dundas Street E,Mississauga,ON,L4X 2W7,5.0,3,1,"Swimming Pools, Education, Active Life, Fitness & Instruction, Swimming Lessons/Schools, Specialty Schools"
26895,SoulCycle - Las Vegas,"3131 S Las Vegas Blvd, Ste 207",Las Vegas,NV,89109,4.5,37,1,"Fitness/Exercise Equipment, Cycling Classes, Shopping, Active Life"
26975,Yoga Factory Pittsburgh,3418 Penn Ave,Pittsburgh,PA,15201,4.0,84,1,"Meditation Centers, Fitness & Instruction, Active Life, Yoga"
26993,Dancexcel,3583 Medina Rd,Medina,OH,44256,2.5,3,1,"Dance Studios, Fitness & Instruction, Active Life"
27143,Riverside Paddle and Row,1500 River Dr,Belmont,NC,28012,5.0,5,1,"Shopping, Active Life, Fitness & Instruction, Paddleboarding, Surf Shop, Rafting/Kayaking, Fashion, Venues & Event Spaces, Event Planning & Services"
27150,Gold Medal Swim School,"6909 W Ray Rd, Ste 27",Chandler,AZ,85226,4.0,49,1,"Swimming Pools, Swimming Lessons/Schools, Education, Active Life, Fitness & Instruction, Specialty Schools"
27158,LA Fitness,2959 Bovaird Drive East,Brampton,ON,L6S 0C6,2.0,24,1,"Trainers, Yoga, Active Life, Sports Clubs, Gyms, Fitness & Instruction"
27354,Puma Yoga,15602 Detroit Ave,Lakewood,OH,44107,4.5,20,1,"Active Life, Fitness & Instruction, Yoga"
27372,"Balanced Physical Therapy, Pilates and Wellness Center","20325 N 51st Ave, Bldg 6, Ste 148",Glendale,AZ,85308,5.0,6,1,"Active Life, Physical Therapy, Fitness & Instruction, Health & Medical, Massage Therapy, Pilates"
27408,EarthView Yoga,"834 E Washington Ave, Ste 301",Madison,WI,53703,5.0,11,1,"Yoga, Fitness & Instruction, Active Life"
27424,Climb North,2468 Wildwood Rd,Wildwood,PA,15091,4.5,8,1,"Active Life, Gyms, Rock Climbing, Fitness & Instruction"
27430,DJS Fitness,"7419 E Helm Dr, Ste A",Scottsdale,AZ,85260,4.5,3,1,"Fitness & Instruction, Trainers, Active Life"
27432,Miss Pole,7475 Mineral Point Rd,Madison,WI,53719,4.5,5,1,"Arts & Entertainment, Performing Arts, Fitness & Instruction, Active Life"
27478,Toronto Dance Industry,"1530 Birchmount Road, Unit 1",Scarborough,ON,M1P 2G9,2.5,3,1,"Education, Performing Arts, Dance Schools, Active Life, Dance Studios, Arts & Entertainment, Specialty Schools, Fitness & Instruction"
27499,CrossFit Infernal,955 S Bogel Ave,Chandler,AZ,85225,5.0,13,1,"Health & Medical, Active Life, Beauty & Spas, Trainers, Interval Training Gyms, Fitness & Instruction, Weight Loss Centers, Gyms, Gymnastics"
27506,Crossfit Blur South,1435 E University Dr,Tempe,AZ,85281,5.0,7,1,"Active Life, Interval Training Gyms, Trainers, Fitness & Instruction, Gyms"
27570,Planet Fitness,35015 Chester Rd,Avon,OH,44011,3.5,6,1,"Fitness & Instruction, Gyms, Active Life"
27704,Redemption Fight Team,"9155 Las Vegas Blvd S, Ste 220",Las Vegas,NV,89123,5.0,7,1,"Active Life, Martial Arts, Fitness & Instruction, Brazilian Jiu-jitsu"
27729,Charles T Myers Golf Course,7817 Harrisburg Rd,Charlotte,NC,28215,3.0,4,1,"Golf, Shopping, Golf Lessons, Golf Equipment, Golf Equipment Shops, Fitness & Instruction, Sporting Goods, Active Life"
27759,Movati Athletic Richmond Hill,81 Silver Maple Road,Richmond Hill,ON,L4E 0C5,2.5,9,1,"Gyms, Active Life, Fitness & Instruction, Trainers, Yoga"
27804,iLoveKickboxing - Glendale,"18561 N 59th Ave, Ste 118",Glendale,AZ,85308,3.5,23,1,"Gyms, Kickboxing, Martial Arts, Boxing, Fitness & Instruction, Active Life, Boot Camps"
27849,Sporting Life 10K,Yonge and Castlefield,Toronto,ON,M4P 2H5,3.5,4,1,"Local Flavor, Fitness & Instruction, Active Life"
27867,New Grid Power,1152 E Gilbert Dr,Tempe,AZ,86323,3.5,3,1,"Solar Installation, Home Services, Utilities, Fitness & Instruction, Architects, Martial Arts, Active Life, Professional Services"
27948,CorePower Yoga,"10810 N Tatum Blvd, Ste 136",Phoenix,AZ,85028,5.0,13,1,"Active Life, Fitness & Instruction, Yoga"
27971,Sterling Yoga & Wellness Center,"393 Vanadium Rd, Ste 201, The Davis Professional Building",Pittsburgh,PA,15243,4.0,9,1,"Yoga, Active Life, Fitness & Instruction, Health & Medical, Massage, Reiki, Beauty & Spas, Halotherapy, Reflexology"
28046,Orange Shoe Personal Fitness,601 Junction Rd,Madison,WI,53717,5.0,4,1,"Yoga, Fitness & Instruction, Trainers, Active Life, Gyms"
28094,The Chi Junky Studio,70 McGee Street,Toronto,ON,M4M 2K9,4.5,6,1,"Yoga, Active Life, Fitness & Instruction, Health & Medical, Chiropractors, Pilates"
28139,Cirque-ability,"213 Sterling Rd, Ste 106",Toronto,ON,M6R 2B2,4.5,7,1,"Active Life, Fitness & Instruction"
28194,FIIT by Jason Smith,4828 N 16th St,Phoenix,AZ,85016,4.5,22,1,"Fitness & Instruction, Trainers, Active Life"
28228,Mambo Fit Studio,"4324 Boulevard Saint-Laurent, 2ème étage",Montréal,QC,H2W 1Z3,4.5,3,1,"Weight Loss Centers, Active Life, Health & Medical, Dance Studios, Dance Schools, Martial Arts, Yoga, Fitness & Instruction, Specialty Schools, Kickboxing, Education"
28258,Ja'Makin Me Dance,1101B Technology Dr,Indian Trail,NC,28079,5.0,4,1,"Dance Studios, Fitness & Instruction, Active Life"
28485,Chagrin Yoga,524 Washington St,Chagrin Falls,OH,44022,4.5,13,1,"Pilates, Fitness & Instruction, Barre Classes, Yoga, Active Life"
28520,Modo Yoga - Square One,"4175 Confederation Parkway, Unit 5",Mississauga,ON,L5B 0H1,4.0,11,1,"Yoga, Fitness & Instruction, Active Life"
28595,Calgary Climbing Centre Hanger,106-588 Aero Drive NE,Calgary,AB,T2E 7Y4,4.5,4,1,"Gyms, Active Life, Fitness & Instruction, Climbing"
28824,Verdict Ridge Golf & Country Club,7332 Kidville Rd,Denver,NC,28037,5.0,8,1,"Golf, Active Life, Fitness & Instruction, Arts & Entertainment, Golf Lessons, Country Clubs"
28845,MFO Training,"137 Rue St-Ferdinand, Suite 120",Montreal,QC,H4C 2S6,5.0,3,1,"Health & Medical, Active Life, Fitness & Instruction, Nutritionists, Gyms"
28859,PNC YMCA At U.S. Steel Tower,600 Grant St,Pittsburgh,PA,15219,3.0,4,1,"Fitness & Instruction, Pilates, Active Life, Yoga"
28875,YOGAthletix,573 King Street East,Toronto,ON,M5A 1M5,4.0,8,1,"Fitness & Instruction, Active Life, Barre Classes, Cardio Classes, Yoga"
